NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_NACIONALIDADE;TP_ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
130005703299;2013;12;M;2;1;2004;;1;0;4;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;I;B;C;4;D;B;A;A;A;A;D;D;A;D;A;A;A;D;D;D;A;A;4;5;5;5;1;5;0;B;A;B;C;A;B;B;A;B;B;17;D;5;2;5;5;5;B;B;B;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
130005703300;2013;1;F;1;3;;;;0;3;;;;;;;;;;;;3120904;CURVELO;31;MG;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;I;E;K;5;A;B;C;B;A;A;D;A;A;A;A;C;A;A;D;D;B;C;5;5;0;5;2;5;5;B;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703301;2013;3;F;1;2;;1;1;0;2;2927408;SALVADOR;29;BA;2;1;1;0;;;;2927408;SALVADOR;29;BA;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;E;C;2;C;B;A;A;A;A;D;D;A;A;A;B;A;D;D;D;A;C;3;5;0;4;2;2;4;B;A;B;B;A;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703302;2013;1;M;1;3;;;;0;3;;;;;;;;;;;;1303304;NOVO ARIPUANA;13;AM;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;G;B;6;A;B;A;A;A;D;D;A;A;D;D;C;D;D;D;D;A;C;5;5;0;5;5;5;5;B;A;A;F;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703303;2013;6;F;1;1;2009;;1;0;1;;;;;;;;;;;;4306106;CRUZ ALTA;43;RS;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;D;G;H;4;A;B;C;A;D;A;A;A;A;D;A;C;A;A;D;D;B;A;4;1;1;5;5;5;5;B;A;A;B;A;A;A;A;B;A;18;B;5;0;5;5;5;B;B;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
130005703304;2013;4;M;1;1;2012;;1;0;1;;;;;;;;;;;;1302603;MANAUS;13;AM;1;1;1;1;171;167;177;181;488.1;387.3;499.4;510.8;BCEBACECBADBBCBBEDBCCCBDCAECEBDCEECDACBAAEABB;CBADBACCBBAAACEEBADAABCADBDADBBBECBABCBDBBCCC;BBADCBCDBDCEEDCAAACACEDCADEDAEBBEECEBCEAAADBE;AECEEACCCADBADBBBCDBBDBBCCCBDCCCBABDADBADBCCA;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;160;80;80;120;120;560;F;C;G;6;A;B;B;A;A;A;A;A;A;D;B;C;A;B;A;D;A;B;5;3;0;5;2;2;1;A;A;A;B;A;A;A;A;B;A;18;E;3;0;5;5;5;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703305;2013;2;M;1;2;;1;1;0;3;3550308;SAO PAULO;35;SP;2;1;1;;;;;3550308;SAO PAULO;35;SP;1;1;1;1;171;167;175;179;438.2;369;400.2;467;CDBDCCEDABAECDCBAAEDDDAECCDADABADDEDDBBEEABBB;EBDEEBBCBABAABDCCBEEEAABEDDECEEDBDECEAADCDACE;EEDBCCEECECEADCEEDEECBADBEBAACECDEEBEDEAAEEBA;DACCDADBCBBDDAAAAEDBCDEDEDACDDEBEABEDCCBAEBEC;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;100;60;80;100;80;420;C;G;I;4;C;B;B;A;B;A;A;A;A;A;A;A;A;A;A;A;B;C;4;4;0;5;4;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703306;2013;5;M;1;1;2010;;1;0;3;;;;;;;;;;;;3204906;SAO MATEUS;32;ES;1;1;1;1;174;170;176;180;513.4;589.1;565.9;604.5;ABACEDBDDABDAEDBECEDCBBEADBADEAEAACDBADBECDCC;EABCEBAABECCECBCDDDEECACCCBAECAABCACDDECBCCAA;ABCEBAEAAEBABDBEBBDBBCAEADACDEBCEDCBEEBDBEECE;CAAEEDCDBBECAEEBDABCEECECCBDBACEDCCEDEBEEBADA;0;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;100;100;100;0;400;B;G;G;3;A;B;C;A;A;A;A;A;A;D;A;B;A;A;A;D;B;B;5;4;2;5;5;5;3;B;A;B;C;A;A;A;A;A;A;19;E;5;5;5;5;5;A;B;A;A;B;A;B;;;;;;;;;;;;;;;;;;;;;;;
130005703307;2013;11;F;1;1;2005;;1;0;1;;;;;;;;;;;;1302504;MANACAPURU;13;AM;1;1;1;1;171;167;178;182;371;516.8;461.8;402.6;BDCECECDEDADACCEEAADDBBDCEBDEDBECDCDBCECADAEC;CEEAEAADACDEEBCEDCEBDDCEDCCAEAEEBBBDBCBCCDCCC;..BCBEEACCCAEDECCABBDEDD.BE..EEDBEDCBBCCCCCBB;DDDDBCCCABBCBBBCDBCAAACCABEEECCDDDDABACDAEADA;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;120;120;160;40;560;D;F;C;4;A;B;A;D;D;D;D;D;A;D;D;A;D;D;D;D;B;A;5;4;3;5;5;5;5;B;A;A;B;A;A;A;A;B;A;20;B;5;0;5;5;5;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703308;2013;4;F;1;1;2012;;2;0;3;;;;;;;;;;;;2109106;PRESIDENTE DUTRA;21;MA;1;1;1;1;173;169;177;181;354.2;319.7;314.7;355.5;DCCDBCCBCCCEDAECCCAECDCABCCCDEDCDABEEDEDABCAB;ABACACBDCDDDABBDBBCBCCAADADCCBAADADBDCDBDCBAB;EDCADBBACCEDCECCEBECBCDCBDAABCDEDEACABCAEEACC;ABCDDECDDCBABCCCCABCBCDECBCAEBACADDEBCDCBBABC;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;60;80;80;60;40;320;C;C;C;5;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;D;A;C;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703309;2013;12;F;1;4;;;;0;1;;;;;;;;1;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS PIRACICABA;35;SP;3538709;PIRACICABA;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;D;5;D;B;A;A;D;D;D;A;A;D;A;A;D;D;D;D;B;B;5;5;0;5;5;5;0;B;A;A;F;E;A;A;A;B;B;24;B;5;5;5;5;5;B;B;B;B;B;B;B;B;;;;;;;;;;A;B;B;B;B;B;A;A;B;B;B;B;C
130005703310;2013;14;F;1;1;2004;;1;0;3;;;;;;;;;;;;5002704;CAMPO GRANDE;50;MS;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;I;C;D;5;B;B;A;A;A;A;D;A;A;D;D;A;D;D;D;D;B;A;5;5;5;5;4;5;5;B;A;A;D;C;A;A;A;B;A;16;E;0;5;5;5;4;B;B;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703311;2013;12;F;1;1;2012;;2;0;1;;;;;;;;;;;;4306767;ELDORADO DO SUL;43;RS;1;1;1;1;173;169;177;181;442;498.3;539.9;399.1;EDAAABDEAECEAAAEECCDEECBABDABBCAEBDCBACEAADBA;CAEBEEDEDDDCBBADBDEECABCBEEEACECAABACAACAABAD;ADCBBAADBEABECDEBACCCCBCAAECCBBBEDEEBDAEACBBE;ABEABCCDCBBBAAEBBADCDAABDEEDCDEDCDAAAEBDEABBA;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;140;80;80;120;60;480;B;B;D;2;A;A;A;D;A;A;D;D;A;D;A;A;D;D;D;D;A;A;5;5;0;5;2;5;5;D;E;B;A;E;C;A;A;B;A;13;E;0;5;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703312;2013;11;F;1;1;2007;;2;0;1;;;;;;;;;;;;3504107;ATIBAIA;35;SP;1;1;1;1;173;169;175;179;419.6;485.2;518;580;AEBCEBCEABDACEDBAACEBBBCECBABCDAEAEBDEEAEBCDE;DDEDEBCDACCCDCADBDEDCEEACBBBDBBDAEDCCBABCAAAA;ECACCACEAAACBCBCEBADACBECECACBBEAAABCCECBEEDA;BEBCAACBDDCCBDDACADCBDDDEBDCACBCBBCCCECCEBACC;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;120;120;100;100;60;500;C;C;C;4;A;B;A;A;D;D;D;A;A;D;A;B;D;D;D;D;A;A;5;5;3;5;5;5;3;B;A;A;A;D;A;A;A;A;A;19;D;5;3;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703313;2013;11;F;1;1;2004;;2;2;1;;;;;;;;;;;;3159605;SANTA RITA DO SAPUCAI;31;MG;1;1;1;1;174;170;178;182;404.1;481;533.3;476.1;ABBCEAEECEDABBCABCECDCAADECECBEDBACBAEAABDEBD;EBAEBBDAAEBAABBCAAEDCEABBCBAAEBEBECDCDEABBADD;EADCCCACCBCECCEDBCBBABAEACAAAACAAEBEACDBCACEC;ECDCADA*AACEDDCAAADCECCEADBBCCDBDAEAACBCBEADB;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;80;80;80;100;40;380;I;C;F;4;C;B;A;A;D;A;A;A;A;A;D;A;A;A;A;D;A;A;5;5;5;5;5;5;5;A;A;A;B;A;A;A;A;B;A;18;D;5;5;5;5;5;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703314;2013;4;F;1;4;;;;1;5;;;;;;;;1;INSTITUTO FEDERAL DE ALAGOAS - CAMPUS ARAPIRACA;27;AL;2702900;GIRAU DO PONCIANO;27;AL;1;1;1;1;171;167;176;180;403.1;375.6;376.5;459.3;BCABCCDDDBBCCAEDCEB*EABDCAECDADBADBDCBBCEBACC;BCABEACADEEBEEACCBCEBBEDCDACCBCBDADCCABCDDDEE;EBDACACCEEBBDECDABCDEACCEAEDBEDDEAADECBEBDCAD;BDDDADBBABEBDCCDCCABBDECCBCDBCADCEEACBABDCDCC;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;100;100;80;60;440;B;E;B;3;A;A;A;D;D;D;D;D;D;D;D;A;D;D;D;D;A;C;0;5;0;5;0;5;5;G;E;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;B;;;;;;;;;;A;B;B;B;B;B;B;A;B;B;B;B;C
130005703315;2013;11;F;1;1;2004;;1;0;1;;;;;;;;;;;;2507507;JOAO PESSOA;25;PB;1;1;1;1;174;170;176;180;403;434.8;393.3;451.1;EEEEE*EEEAAAAAADDDDDDDBBBBBBBB*DDDDBCCCCCCCCC;DCCCCCCCDDDDDDDCCCCCCCCCCDDDDDDBBBBBBBBBBBBBB;BBDCBAAAAEAAACCCCCCCCCCCDDDDDDEDDDDDDDEEEEEEE;AAAAAAACCCCCCCCDDDDDDDBBBBBBBBCCCCCCDDDDDDDDD;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;40;100;120;60;440;C;C;D;3;C;B;B;A;A;A;D;D;A;D;D;D;D;D;D;D;B;B;4;5;0;4;0;4;4;B;A;D;B;A;D;A;A;B;A;20;A;5;5;5;5;5;A;A;B;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
130005703316;2013;7;F;1;1;2008;;1;0;1;;;;;;;;;;;;3522406;ITAPEVA;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;B;5;C;B;A;A;D;D;D;A;A;D;A;A;D;D;D;D;A;A;4;4;5;5;4;5;5;F;A;A;B;A;A;A;B;A;A;21;D;3;1;5;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703317;2013;2;M;1;2;;1;1;0;3;3550308;SAO PAULO;35;SP;2;1;1;;;;;3550308;SAO PAULO;35;SP;1;1;1;1;174;170;176;180;393.6;482.7;493.7;520.1;CCCBEBAEAEBEDCEEEAEBDDBAEEDDEBDEAAEDDACCCDCCA;CBECBDBECDBDDDCCEABBCBACCEEAADCEBBECBBDCBDBAA;CCDCBEBAACDECDDEBBDAECABBBECBDEBABDEEEBEDECCD;CBDBADDBDEBCDDEACDCCBCAACDDCCDCDDCACCCDCBDBBC;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;120;80;100;60;480;I;B;F;3;A;B;C;A;A;D;A;A;A;D;B;C;B;D;A;D;A;C;1;5;0;1;1;5;1;F;A;A;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703318;2013;12;F;1;1;2004;;1;0;3;;;;;;;;;;;;5208707;GOIANIA;52;GO;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;B;D;D;3;A;B;A;D;A;D;A;D;A;D;D;B;D;D;D;D;A;A;5;5;5;5;5;5;5;A;A;A;B;A;A;A;A;B;A;15;D;5;4;5;5;5;A;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703319;2013;11;M;1;1;2005;;2;0;2;;;;;;;;;;;;5208707;GOIANIA;52;GO;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;A;B;2;C;B;A;D;D;A;D;A;A;D;A;A;A;D;D;D;A;B;4;5;2;5;3;5;3;A;B;A;C;B;A;A;A;B;A;15;E;4;3;5;5;5;A;B;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
130005703320;2013;4;F;1;1;2012;;1;0;3;;;;;;;;;;;;2900702;ALAGOINHAS;29;BA;1;1;1;1;173;169;177;181;560.6;569.4;517.6;432.4;BEACEBDCCCCDDBAAADCCDBEBECEDDABABEDCCABDBECDB;CAAABADDDAECEBADEAECCEEBECBCBEDDAEEACAACAAAAA;CDBDEAAAEBCEEDBECACECCEDBEEDCBDAEEEEBDEEABDBE;CCABADCDCEDCBCABCEABEBEECADABACBCDBAEDBBCCADD;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;140;120;120;80;580;E;G;G;3;B;B;A;D;D;A;D;D;A;D;D;C;A;D;D;D;A;C;5;5;0;5;5;5;5;B;A;D;C;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703321;2013;4;F;1;1;2012;;1;0;1;;;;;;;;;;;;2516201;SOUSA;25;PB;1;1;1;1;174;170;178;182;366.3;434.6;389.5;422.5;CBCABBDABCCCAADAAECADABACDBEEBAAADABBDDCEDBBC;DACBDBCAEDBCEBBCDCCABADADEDBDEAEADBBDCAEAABDB;BCDEBADBACBDBECBADBEDBDAAEBAADBBEDDCCCDDAEACB;EECABDEEBCBBDAEABADDCCDCCBDCBACBBCCEDCADBCDAD;0;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;120;160;120;80;600;B;B;D;4;A;B;A;A;A;A;D;D;A;A;D;B;A;D;D;D;A;C;5;4;4;5;5;5;5;C;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703322;2013;11;F;1;1;2005;;1;1;2;;;;;;;;;;;;2203909;FLORIANO;22;PI;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;A;A;B;2;B;B;A;A;A;D;D;D;A;A;D;A;D;D;D;D;A;B;5;5;3;5;2;3;3;A;A;A;B;A;A;A;A;B;A;13;B;5;5;3;2;2;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703323;2013;7;M;1;1;2008;;1;0;1;;;;;;;;;;;;3526209;JUQUITIBA;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;C;C;7;C;A;A;A;A;D;D;A;A;A;D;A;D;A;D;D;A;A;5;0;0;0;0;0;0;B;A;A;B;A;A;B;B;B;B;19;D;5;0;5;5;0;B;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703324;2013;14;F;1;1;2008;;2;1;1;;;;;;;;;;;;3509502;CAMPINAS;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;A;B;5;A;B;A;D;A;A;A;A;A;D;A;C;A;A;A;D;B;A;3;5;0;5;5;5;5;B;A;A;B;A;A;A;A;B;B;14;A;0;3;3;5;0;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703325;2013;12;F;1;2;;1;1;0;3;2301000;AQUIRAZ;23;CE;2;1;1;0;;;;2301000;AQUIRAZ;23;CE;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;I;I;B;4;E;B;A;A;D;D;D;D;A;A;D;A;D;D;D;D;A;C;5;5;1;5;5;5;5;B;A;A;F;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703326;2013;11;M;1;2;;1;2;1;3;5003207;CORUMBA;50;MS;2;1;1;1;SECRETARIA ESTADUAL - MS;50;MS;5003207;CORUMBA;50;MS;1;1;1;1;172;168;176;180;402.3;476.9;425.5;368.6;CAACBEBEBADAEDCAEADCEBDBDCDCAACDBDEABAACEDBCA;BEAADDBEAAAAEBAEEDBBEBEEECCDABABDDECCEACDBBDE;AAACBDEACABEABDCCBCEBDABBDAECEDACEDBCABEACBDE;ACECABCBDEBADCEABACEDCBECBACBEEACBDCABECAECBA;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;80;40;40;80;40;280;B;B;F;2;B;B;A;A;A;A;A;A;A;D;D;B;D;D;D;D;A;B;5;5;5;5;4;5;5;E;E;A;B;B;A;A;A;A;A;13;A;5;5;5;5;5;A;B;B;B;A;B;B;A;A;A;B;B;B;A;B;B;B;A;B;B;A;B;B;A;B;B;B;B;B;C
130005703327;2013;6;F;1;1;2011;;1;0;3;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;B;3;C;B;A;D;D;D;D;D;A;D;D;A;D;D;D;D;A;B;0;0;0;0;0;1;0;B;A;A;A;A;A;A;A;B;B;19;E;0;5;5;0;0;A;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703328;2013;12;F;1;1;2004;;1;0;3;;;;;;;;;;;;2304103;CRATEUS;23;CE;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;D;3;C;B;A;D;D;D;D;D;A;D;D;A;A;D;D;D;A;C;5;5;5;5;5;5;5;B;A;A;B;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703329;2013;4;M;1;3;;;;0;0;;;;;;;;1;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS IPANGUAÇU;24;RN;2400208;ACU;24;RN;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;E;B;4;A;B;B;A;A;A;D;D;A;D;D;C;C;D;D;D;A;C;1;5;0;1;0;1;1;F;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;B;;;;;;;;;;A;B;A;A;B;A;A;B;B;B;B;B;G
130005703330;2013;4;M;1;2;;1;1;0;3;3304904;SAO GONCALO;33;RJ;2;1;1;0;;;;3304904;SAO GONCALO;33;RJ;1;1;1;1;171;167;175;179;426;489.4;336.4;372;ACBCCCEDACADAEDBCBADDBCEDAEACDAACBEDECACCEBDA;DBDEAADDBCACADDADAAEBDACDEBBBECBDDDACBDBCABDB;BCBCADBECCCADDCAACADEDAABECBDABDBACBDECCCECDA;BCBDBCCBEBEAADCAEBCCBCDBAECBACCBAEACDBEBACBBC;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;100;60;60;80;20;320;E;B;C;3;D;B;A;A;A;A;D;D;A;D;A;B;A;D;D;D;A;A;2;3;3;5;5;5;5;C;A;A;B;A;A;A;A;A;A;18;E;4;2;2;2;5;B;B;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
