NU_INSCRICAO;TP_RESPOSTA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025A;Q025B;Q025C;Q025D;Q025E;Q025F;Q026A;Q026B;Q026C;Q026D;Q026E;Q026F;Q026G;Q026H;Q027;Q028A;Q028B;Q028C;Q028D;Q028E;Q028F;Q028G;Q028H;Q028I;Q028J;Q028K;Q028L;Q028M;Q028N;Q028O;Q028P;Q028Q;Q028R;Q029;Q030A;Q030B;Q030C;Q030D;Q030E;Q030F;Q030G;Q031;Q032A;Q032B;Q032C;Q032D;Q032E;Q032F;Q032G;Q033A;Q033B;Q033C;Q033D;Q033E;Q033F;Q033G;Q033H;Q033I;Q033J;Q034
210054479147;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479149;1;E;;E;F;B;B;B;A;B;C;B;B;A;A;B;C;A;B;B;A;A;A;A;B;B;A;B;B;A;B;B;B;B;A;A;B;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;B
210054479151;1;D;;E;E;C;B;B;C;D;A;B;B;C;C;C;C;C;C;C;B;C;C;B;B;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;A;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479152;1;A;A;B;C;B;B;C;B;B;D;D;C;D;A;B;C;B;C;C;B;B;B;C;B;B;A;B;B;B;B;B;A;B;B;B;B;B;A;A;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;C
210054479153;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479154;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479155;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479158;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479159;1;B;C;B;A;B;B;B;B;D;D;B;D;A;D;D;B;D;A;B;A;D;B;B;D;B;B;B;B;A;B;B;B;A;A;B;B;B;B;A;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;A;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479161;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479163;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479165;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479166;1;E;;E;F;C;C;C;C;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479169;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479170;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479171;1;D;;E;E;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A;A;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;A
210054479174;1;A;A;B;C;B;B;B;C;C;C;B;C;D;B;C;C;B;B;B;C;B;B;A;B;B;B;B;B;A;B;B;A;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479175;1;D;;D;C;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;A;B;B;C;;;;;;;;;;;;;;;;;;B
210054479176;1;D;;A;C;C;C;C;C;C;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479178;1;D;;D;E;B;B;B;A;B;B;B;B;A;B;B;B;C;C;B;A;C;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;A;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;B
210054479179;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479181;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479182;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479184;1;E;;D;A;C;D;D;D;C;D;D;C;B;C;C;C;D;D;D;B;D;C;B;B;B;A;A;B;B;B;B;B;B;A;B;A;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;D
210054479186;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479188;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479189;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479190;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479192;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479193;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479194;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479198;1;B;A;B;D;B;B;B;B;B;B;C;B;B;C;B;B;C;C;B;B;C;D;D;B;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;C
210054479202;1;A;A;B;C;B;A;B;A;B;B;A;B;B;A;B;B;A;C;C;B;C;C;B;B;B;B;B;B;A;B;B;B;A;A;B;B;B;B;A;B;A;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;C;;;;;;;;;;;;;;;;;;C
210054479203;1;D;;E;F;D;D;C;D;C;B;A;B;B;C;B;C;C;C;B;C;D;D;C;C;B;B;A;B;A;B;B;B;B;B;B;A;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479204;1;D;;E;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479205;1;D;;B;C;B;C;C;C;C;C;C;C;C;D;D;D;D;C;C;C;C;C;D;D;B;B;A;B;A;B;B;B;B;A;B;A;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479210;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479211;1;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479213;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479215;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479218;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479219;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479220;1;D;;E;F;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;A;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;A;B;B;B;B;C;;;;;;;;;;;;;;;;;;A
210054479221;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479224;1;A;A;C;D;C;C;D;C;C;D;C;C;C;C;C;C;C;C;C;B;C;C;C;B;B;A;A;B;B;B;B;A;B;A;B;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;C;;;;;;;;;;;;;;;;;;D
210054479225;1;D;;C;D;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;A;B;B;B;B;B;A;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;C;;;;;;;;;;;;;;;;;;B
210054479230;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479231;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479233;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479235;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479238;1;D;;E;E;C;C;C;C;C;C;C;B;C;C;B;C;B;C;C;B;A;C;C;B;B;B;B;B;A;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;A;B;B;B;B;B;B;B;B;A;B;B;B;B;B
210054479239;1;B;A;B;C;B;B;B;B;B;C;B;C;C;B;B;C;C;B;B;B;C;B;B;B;B;B;A;B;A;B;B;A;A;B;B;B;B;B;A;B;B;A;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;A;B;A;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;C
210054479240;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479242;1;D;;B;E;B;B;B;B;A;A;B;A;B;A;A;B;A;A;B;A;A;A;A;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B
210054479243;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479244;1;A;B;B;A;B;B;B;C;B;D;B;B;C;B;C;C;B;B;C;C;B;B;B;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;B
210054479245;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479248;1;A;A;E;F;C;C;D;C;D;D;C;D;D;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479250;1;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;A;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;B
210054479252;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479255;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479256;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479257;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479258;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479259;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479263;1;A;A;B;C;B;C;C;B;B;D;B;B;D;B;C;B;A;B;B;B;D;D;C;C;B;A;A;B;B;B;B;B;B;A;B;B;A;B;A;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;A;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;C
210054479265;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479266;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479267;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479271;1;D;;B;A;B;B;B;B;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479273;1;D;;B;C;C;C;C;C;A;B;A;B;B;B;C;B;B;B;B;A;C;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;A;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479274;1;D;;E;F;A;B;B;B;D;A;B;A;D;D;D;D;A;D;D;D;A;A;A;A;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479278;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479279;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479280;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479286;1;B;A;C;D;D;C;D;C;C;D;D;D;D;C;D;D;C;C;D;C;B;D;C;C;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;D
210054479288;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479291;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479292;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479300;1;D;;B;E;B;B;B;B;B;D;C;B;C;C;C;C;C;B;B;B;C;B;C;C;B;B;B;B;A;B;A;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;A;B;B;A;B;B;B;B;A;B;B;A;B;B;B;B;B;C
210054479305;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479306;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479307;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479308;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479309;1;D;;E;F;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B;B;A;B;B;B;B;A;B;B;B;A;B;B;B;A;B;B;B;A;A;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;A;A
210054479313;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479315;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479316;1;B;A;B;A;A;A;B;B;B;A;B;B;A;B;A;B;B;B;A;A;A;A;A;A;B;B;B;B;A;B;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;A;A;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B
210054479320;1;D;;B;C;B;B;B;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479321;1;D;;A;C;D;D;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479322;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479323;1;E;;C;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479326;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479327;1;D;;A;C;D;B;C;D;D;C;C;C;B;B;D;C;C;C;C;C;C;C;C;C;B;B;A;B;B;B;A;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;A;A;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B
210054479328;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479329;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479331;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479332;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479334;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479335;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479336;1;D;;A;C;B;B;B;C;B;B;B;C;A;B;B;C;A;C;A;A;A;A;A;A;B;B;B;B;A;B;B;B;A;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B
210054479339;1;A;A;B;A;B;B;B;A;B;B;C;C;B;C;C;B;C;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479347;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479348;1;D;;C;A;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;B;A;A;B;B;B;A;B;B;A;B;B;B;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;A;A;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;A;C
210054479349;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479356;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479360;1;A;A;B;C;B;C;C;B;B;C;B;B;C;B;A;B;A;C;C;C;D;C;C;B;B;B;B;B;A;B;B;B;B;B;B;B;A;B;A;A;A;B;B;A;B;A;A;B;A;B;A;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;B;A;B;B;B;B;B;B;B;A;A;B;B;B;A
210054479361;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479362;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479365;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479366;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479369;1;A;A;B;C;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;B;A;A;B;A;B;B;B;A;A;A;A;A;B;A;A;A;B;A;B;B;A;A;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479372;1;A;A;C;C;B;B;C;B;C;D;B;C;C;B;C;C;B;B;C;B;A;B;B;C;B;B;B;B;A;A;B;B;B;A;B;B;A;B;A;A;A;B;B;A;A;A;A;A;A;B;B;B;A;B;A;B;B;A;A;B;B;A;B;B;B;A;A;B;B;A;B;B;B;A;B;B;B;B;B;B;B;A;B;A
210054479373;1;A;A;A;F;A;B;B;B;C;C;B;A;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479375;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479378;1;B;A;A;F;C;B;B;B;B;C;A;B;A;B;A;B;B;A;B;A;A;B;B;C;B;B;B;B;A;B;B;B;B;B;B;B;B;A;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;A;B;B;B;B;B;A;B;B;A;B;B;B;B;A;B;B;B;B
210054479383;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479384;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479385;1;D;;E;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479386;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
