NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
781404;2024;;;;;;;;;3101706;Almenara;31;MG;1;1;1;1;1419;1385;1398;1407;454;506.2;532.1;427.1;DDEACCBBDBCBBBDBEDEDAAAADCACCEACBDEAEABBCCDDB;AADDBBCBCBECAABCEABCCDBADECDAEADEABEBECECAAAD;BEAADBBCABEECABCBAAAADEEBDBEABBEDCDDAAAEDCECB;DDDEABDCBACCCBCBEBCDBBEBEBBBCCECBDBCCEDCAECBC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;40;40;80;40;280
529304;2024;;;;;;;;;4304606;Canoas;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1585340;2024;;;;;;;;;2414803;Vera Cruz;24;RN;1;1;1;1;1420;1383;1395;1408;437.8;549.1;527.3;479;DDEBCABACDACBAABDBCDADACADBDCBBCCACEDCADEDAAC;BACDBEBCAEAADAECAECDCABCADACEBBAEBADCDBCDACAC;ABABDECCEECDDABCEDECABECDBACBBDCDBDACBDCADAEB;DCACEBCBCEABEACCBCDBECACCADECBACCBDEAABDCCAEB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;120;100;100;80;480
390136;2024;;;;;;;;;2918407;Juazeiro;29;BA;1;1;1;1;1421;1386;1397;1409;584.4;609.4;642.4;657.2;DDDDECCBADCBECBABDDDBDCBEDCAEDDAECBAEAADCEEED;ACCCACEEDBAECEDADBADBEAEDEDBACDCAEAADBEBACECB;AACBACBEDADEEBDDCDBBDCECBBCDADBDCBDEDDCECBECC;CCBECACCBAABAADABDDEBBCEBECEEABADBBCBAAEDBDCC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;120;140;120;680
778961;2024;;;;;;;;;2307304;Juazeiro do Norte;23;CE;1;1;1;1;1422;1384;1396;1410;401.3;325.5;511.8;456.2;DBCEBDDCCDEBADCABEACAEAACEBBADBAEBADECEEEABCD;DBCBECDEAABDCADCEAABEBDDBAABDEECBBBEBCABDDCCB;ECCBADAEECBDDEEBBECDACCEDDECCBAAADEAEAEECEDDA;BCDECBEDABBADDACABCACCCDCBEADCDCCABDEBBEDCBEB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;8;0;0;0;0;0;0
3044462;2024;29170877;2928604;Santo Amaro;29;BA;2;1;1;2928604;Santo Amaro;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2651195;2024;35031069;3534906;Pacaembu;35;SP;2;1;1;3500105;Adamantina;35;SP;1;1;1;1;1421;1386;1397;1409;453.9;356.2;363.2;460.7;DBAAEDBBAAACDAABCADBBAACBBCBAAECDECBDDCAEABDE;ABCACCDEAEABABCDEAABACDECDBCDABDAACEBBBADACED;AECDACCACBCCABDEDEADBACABDBEACCBBCDBEABBACBCA;BECDACEABBBCEDDCBDCBCCDAEBABAEBEDBECBABDCBBEA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;60;140;0;420
2581064;2024;29092213;2908903;Coração de Maria;29;BA;2;2;1;2914505;Irará;29;BA;1;1;1;1;1421;1386;1397;1409;433.8;433;513.1;429.5;DCCEAEAABCDBAEBBCBECACDDCEBDBCBCBDDDADEBEECAC;EBAAAECCEBAECDBACABADBCEABDDEBDABCCBA........;AADDEAEEDADECBDBDDBEDBEADDDABBBACBCEDBEBCEECB;CDDBDCBAEBBBCEDDBCBEEDDEABAACCCADCBDCDBEBEECB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;100;120;100;620
2148185;2024;;;;;;;;;3132503;Itamarandiba;31;MG;1;1;1;1;1420;1383;1395;1408;485.3;481.8;456.7;520.5;BEEBCDDEAEBCBBAEDADCDCDCBCBDDAACEABEEEDCDCDCB;BECBCACEADAAEBABDBCDBADDCEACEBDACDAACCABDADEA;AAAEEBEBEDADEBDBDCDCABCBABAEBDEDEADBCBBEABEDA;DECCDAEBACECDDBEEBCBBABEAEDBDCEBBBEEADDBDBECC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;40;120;60;40;100;360
807809;2024;29314348;2932309;Ubatã;29;BA;2;1;1;2913903;Ipiaú;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
785639;2024;29191343;2927408;Salvador;29;BA;2;1;1;2927408;Salvador;29;BA;1;1;1;1;1420;1383;1395;1408;436.3;454.3;438.3;428;BCEAEAABEEAABEABAEDCDAEEEAACAABEDECDBEDBEBCAC;BECAADACDECABEBBEEDBACACCAACEABBEDDEECBDCABEE;CDDCECDABDAEDDAAADAECAACEBEAEDBBBCBDCABBAEAEB;CDBEECDABBBBCABCCCADACEDDBDEBAACDDCEAAAEAEABC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;100;80;100;0;400
2977952;2024;29255597;2902005;Aracatu;29;BA;2;1;1;2904605;Brumado;29;BA;0;1;1;0;;1384;1396;;;384.1;490.3;;;DBBCBEBDAABDBBECBCEAABADDEDBCDEEBCAEEEDBDCBBA;ACBCEDBAECBCDADDBDDBBEAECDEDCABBDBDCDBEECBBCE;;0;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;140;140;120;120;80;600
391539;2024;;;;;;;;;2109908;Santa Inês;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
4130452;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;516.4;540.6;491.3;596.9;CDEAEBBCDBACBCCEBBCDBBECBAEBEDADBDECECBADEDAE;DAEABDCBEBECCDBEDBCACCEAECEDEBBDCDECABCBCBAAD;BDADEADBCEEEDCDBEBCDDDEEDBCDAEDEDCBDADEEACECB;BBCBCBBDDADBCDBEADAEACCCDBBDCCDEDEAABECBDDACD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;120;120;120;140;580
1640242;2024;;;;;;;;;2911204;Gandu;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
116022;2024;;;;;;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3938262;2024;41076540;4108304;Foz do Iguaçu;41;PR;2;1;1;4108304;Foz do Iguaçu;41;PR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1460599;2024;41089464;4124400;Santo Antônio do Sudoeste;41;PR;2;1;1;4101002;Ampére;41;PR;1;1;1;1;1420;1383;1395;1408;360.9;424.9;500.5;415.8;ECACCBDEAD*BBEAEBBACDADBCACDDBBACECDEAECDDDAC;BECACCAABCDDBAEDAACACBBACCEBEABDCBCDEEBDDECBD;EDADCECDECDDAADCECDCAADCDBDDDCACDDDDCADBBEAEA;EBCDEABABDAADCAEDBDCCBDAADBEEBEABCDEECADCBDBA;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;200;120;140;120;680
3725654;2024;;;;;;;;;2312908;Sobral;23;CE;1;1;1;1;1420;1383;1395;1408;398.4;487.3;484;393;DDDBBAECBDCBBDADECDCDBBCDEBCCEBCCEDCCECCBADCA;BDCBBDBDACBACECDBBCBCDACCCCDBDCAEBADCABDDBEBB;CBABEECBEECDBEDCEADACDEADBCBEEAEDBBDBDACDBDBA;CCECCEBBBDEEABDBDEDCBDBCDEBBDCBBCBBEBCBDCDECA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;140;140;120;680
3883473;2024;;;;;;;;;2928703;Santo Antônio de Jesus;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1339534;2024;;;;;;;;;3534609;Osvaldo Cruz;35;SP;1;1;1;1;1419;1385;1398;1407;640.7;626.7;600.4;803.2;BCEDACDEDCACECCDEBDDCCECEACECBDCACCEDEBBDDDBD;CBADBDDBEBCDEDABDAEACACADEEDEEBDCACECBDBCDDAD;EAADDDDCBDEECCCDBCCBADEEDCBECADBCACDDDADDCECB;DBBABBACDDCBCECEADCEBCCCDECDDBEEACCBDABDCCECC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;180;200;200;940
2682757;2024;;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1419;1385;1398;1407;638.1;682.6;616.2;699;BDEDAC.BBBAEEEDEEBBDDBBCEAABCADAACCACEBDDC.D.;CAEDBADBEBCCEDADBAAACBCADAEAEBBEAAAECEDACDDAD;EAAACDDABDEECCCBBDECADEEBCBEAAEBDECDADDDDCECB;EBDABDDEEDCBACEEADCABBDCDAECEAEDACDBDACABBECB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;180;160;200;200;900
289665;2024;;;;;;;;;3549904;São José dos Campos;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1547190;2024;;;;;;;;;2511301;Piancó;25;PB;1;1;1;1;1422;1384;1396;1410;418.6;479.6;474.4;412.8;CBABDCABDEEEDAEBDCAABBEACBCEDDEBBCCDABEDACBED;BDBAABCDEABDEDBECABDBCDBDEAEDDEEBADBEABCBCADA;ACDCDDABECDCDEDCBABEADAABDDBADECEBBABDCBDADAB;AEBDCDBDDAECACBEADBCBDBECDBAACDCAADEEABAECBDB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;140;120;120;80;580
505375;2024;;;;;;;;;4205407;Florianópolis;42;SC;0;1;1;0;;1386;1397;;;596.8;588.7;;;ACBAADEEDBAECEDAEBADAEAEAADBBCDCAEEAEBDEBCEDB;BADEACBEDADEEBEBDDABDEABBCBBAADDCBBEDDCECBECE;;0;;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;;1;120;100;100;80;0;400
1506756;2024;;;;;;;;;1100205;Porto Velho;11;RO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
461134;2024;;;;;;;;;4321907;Três Passos;43;RS;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1936599;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1420;1383;1395;1408;442.1;353.3;486.7;499.1;CADBBADECEBCAACBEECDAABCBBCBDEAECCBEEECCBBBBB;CDCEAECEBAACECADBAEECADEBDCACDEACCBEDDCAAEBCA;ECCDAECBECCDAAAEEBBDDADEEBCBBACADDEDDAABABECC;CEBDCADCADBECCCCCAEDCBEABCCDEBACBDBADCDDCBEDA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;140;80;620
4323296;2024;43045723;4305355;Charqueadas;43;RS;2;1;1;4305355;Charqueadas;43;RS;1;1;1;1;1422;1384;1396;1410;439.6;454.1;396.2;452.8;ADDECDABCBBDBAACABDBDACDCDDBACEBBEADDCEAEECCB;DABEAECAEAECADEBBCCCBABBBDEADAAEBCAEBACDECDAA;ECCAADBDACDBEEAEADBBBEABEABEECCDEEDEEBEAEAAEE;BBABEDECBBCDEECACDBACCEBABBEADBCBEEEBAEAECDBC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;80;40;100;60;360
1454669;2024;;;;;;;;;3554102;Taubaté;35;SP;1;1;1;1;1420;1383;1395;1408;509.8;569.7;563.1;456.2;CDEBABEEAEEBBCAAEEECDAAEBDEAEBBACBEDEEBAABDCB;CECBBECBADBDDEABDCCDCAACCEACCEEAEBADEEBCDAAAA;CAAAEECBEEBCDDADECBDEBDCCBCABEDBDBDBCAEDADEEC;ADDDDCCDADCBDCACCDDDABBECEDDADACEBCDBDBBBCDBD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;80;100;80;500
553727;2024;;;;;;;;;3513405;Cruzeiro;35;SP;1;1;1;1;1422;1384;1396;1410;426.1;576;515.2;597.4;BECEACEABCBEADDCCEDABEACEAEADCEBAAEA.DAECACED;AEDBBCDDECADECEBEBCEACDEBDCADBEEBACEAEABECCDA;BCAEBCADECBAEDCEBDBAACABDDDABCDCDBDCBEEECEADA;BEDEEBADBCEEDAACDBAECCDCAAEDBCCCDEBDCBBBCBEDD;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;200;160;120;80;700
3139371;2024;;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;1420;1383;1395;1408;622.1;668.4;629.3;699.9;EDDDCACBDEEDCBAACEBBBCACDCCDBAEACACCDDDEABDCB;CACBBEBEDBADBEBBDBCDCAECEDACBAEDAEACCEBADACBC;CDDCBECBECCDDCBDEDDACCBDEDDCADAEDBDDCBEDADEEB;DABCBEEACCAEBCDDCBCDBDCCCECBCDABBCEDDBBAADBCE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;180;160;180;200;860
3195040;2024;23188510;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;1;1;1;1;1419;1385;1398;1407;581;598.9;650.1;583.8;DEEAECAEDBBCCEDEECBDDCADEAEBBABADDCCDEBACEBBD;AAEDBADBEBCAEDACEEEECEEADADDEBBEEEBEABAECDAAD;EAAACDDCBDEECAECBDEDADEEBCBECAEBCBDDBDEDDCECB;DCCABCEDADBBBCDBDDCEABEDBBBACEEDBCABBBBACEEDB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;200;160;200;920
2948457;2024;;;;;;;;;4210506;Maravilha;42;SC;1;1;1;1;1422;1384;1396;1410;521.4;507;496.6;552.2;AEAA*CBCAEBDCDDDAEEEECEAAACEEDEBEABEEECDCDDAB;DADAAEDCAAEBDCBEEACABABEDEDADAAEDAEBECBBECECA;ADAADCDDBCBEDADEBDACEAABCDBEBBEEEBCEBBEEEAADB;BDBEDEDEBAEBCAEDBCBADCBCEEBCEBACBADDABECEABED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;180;120;140;100;660
3901313;2024;;;;;;;;;2906501;Candeias;29;BA;1;1;1;1;1420;1383;1395;1408;448.5;551.5;469;387;CAABAADEAEECDBEEEBACEDDEBACEACBCCDECCBACDADEB;BECEAABECCCAEEEDAECCAAECCDABEAEAECADEEDCDACDC;AAAEEECEECAEDEEAEEBBCABBEBAACEBECECDAEACBADEA;DDECDADBBBEBEBBCDEDEBCAADADCCDBABDAABAEBABDAA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;4;0;0;0;0;0;0
1625154;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1419;1385;1398;1407;463.1;501;448.8;496.9;DDCAADBDBABEEDDBEBDDABEBDAABCBCBAAEBDADACBCEE;DAEADCACBACCCBADBEEBCDABBEEAEBDBAAAECBAACCDAB;AAAAEAABDEDADBBBBCCBACCDAACBAEEBBAEDACDDDABCB;CCDABADCDAEBCDCBDEEDABCCAADADDCEADEDCEDACADDC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;180;160;140;160;760
3085676;2024;;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;1422;1384;1396;1410;511.9;542.1;511.4;472.3;DCEBAEBEBDDECEADAECCDAECDACEAEBBDACBEDBDBECED;AAECADDCAAECABABECCEBDDACBAEDAEBEDCECABAECEBA;DDCBACADECBBDAEEADBAACBEBDCCDEEBADAEECADBAEAC;CDDEBEECACBABEBDADCEABBDDAEEACBBDAEBAEEDADECC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;80;80;80;440
986620;2024;;;;;;;;;4307005;Erechim;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1628718;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1420;1383;1395;1408;587.6;672.1;585.8;640.5;EAAEEDCCADDBDBEADDCACADDDDDDBCEEDEBBBDBEBBDBB;BECEBEBEDBBDDEBBBBCDCCECEDADBAEAEEADAEDEDABBC;CBAADECBECADDCDDEDDCCDBAEDCEDEEBDDDDCBEDADDEB;EEDBACDBBDEBDCACAACDBCDCCADDADACCABCDCBAACBBD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;160;120;800
2900614;2024;;;;;;;;;2611101;Petrolina;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1417389;2024;;;;;;;;;3504107;Atibaia;35;SP;1;1;1;1;1421;1386;1397;1409;384.1;557;552;419.3;CCBEDDDCCBCEBEECBCDCDBBDEBDBCBCCDBBECBCCDADAB;ABDEAEEEBEBCCEBADBCDBCCBBCDABCAEAECABAEABAEEA;AAABBCAEDADDEBDDBDABDEEED.BECDBBCBDEDDCECCEEA;ADAAAECCECDEBACEBBDCDCCCCBCDDCCCAACCBECADDDCB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;160;120;120;120;640
1785641;2024;;;;;;;;;4314902;Porto Alegre;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
4196386;2024;29433746;2900801;Alcobaça;29;BA;2;1;1;2925501;Prado;29;BA;1;1;1;1;1420;1383;1395;1408;513.9;465.7;497.3;460.7;ECEBCDEECDEBDCAADCBDAAECACBDBCDAACCCEADEEBDCC;BACBCAACADEEAEADDECDCBEABBBCADEADBEDACDDDEBAC;BBBDBBCBDEEDDEADEBBCABACEACEADAEDDDDDCBDBDCEA;DACCBECCDBDBCEACCECDABECAACEDABBABCDBCBDBCCAE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;4;0;0;0;0;0;0
3796153;2024;;;;;;;;;3104007;Araxá;31;MG;1;1;1;1;1421;1386;1397;1409;575.3;633.3;548;728.4;DDADBEABABEBECCDBACCADCBABECDCBAEBEECDCDBEADB;ABECACDEBDAECEBADBADBEBEDADCBCBDAECAEBDBBCECE;CACEDCBEDCADBECBDA*DACEBBDEBAEBDCBDEDDCECDECC;CCBCBADABCBEDDDABBEBACCADCECBABACDDECADDDEACD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;140;200;200;880
1646093;2024;15102254;1503754;Jacareacanga;15;PA;2;1;1;1503606;Itaituba;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
313654;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1419;1385;1398;1407;476;584.6;563.3;547.8;DCBADCBCDDBECDEDEBEDBABCECADCAEBBDEDEDBCDDBBC;CABDBDDBEBBCCDACBEAACEAADEDDEBDECDAECABECDDAC;CDAECDDBADEECBDCDDECADDEBCEEEDBBCCBDADBDDEECB;DABADEBDEBBBDACDCDAEABBCCBCECCDDCCBBAECBDBEBC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;160;180;180;880
