NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA;CO_PROVA;VL_PERC_COMP1;VL_PERC_COMP2;VL_PERC_COMP3;VL_PERC_COMP4;VL_PERC_COMP5;NU_NOTA_OBJETIVA;TX_RESPOSTAS_OBJETIVA;TX_GABARITO_OBJETIVA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;IN_QSE;Q1;Q2;Q3;Q4;Q5;Q6_1;Q6_2;Q6_3;Q6_4;Q6_5;Q6_6;Q6_7;Q6_8;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;Q15;Q16_1;Q16_2;Q16_3;Q16_4;Q16_5;Q16_6;Q16_7;Q16_8;Q16_9;Q16_10;Q17_1;Q17_2;Q17_3;Q17_4;Q17_5;Q18;Q19;Q20;Q21;Q22;Q23;Q24;Q25;Q26;Q27;Q28;Q29;Q30_1;Q30_2;Q30_3;Q30_4;Q31;Q32;Q33_1;Q33_2;Q33_3;Q33_4;Q33_5;Q33_6;Q33_7;Q34_1;Q34_2;Q34_3;Q34_4;Q34_5;Q34_6;Q34_7;Q35;Q36;Q37;Q38;Q39;Q40;Q41;Q42_1;Q42_2;Q42_3;Q42_4;Q42_5;Q43_1;Q43_2;Q43_3;Q43_4;Q43_5;Q44_1;Q44_2;Q44_3;Q44_4;Q44_5;Q44_6;Q44_7;Q44_8;Q44_9;Q44_10;Q44_11;Q44_12;Q44_13;Q44_14;Q44_15;Q44_16;Q45_1;Q45_2;Q45_3;Q45_4;Q45_5;Q45_6;Q45_7;Q45_8;Q46;Q47_1;Q47_2;Q47_3;Q47_4;Q47_5;Q47_6;Q47_7;Q48_1;Q48_2;Q48_3;Q48_4;Q48_5;Q48_6;Q48_7;Q48_8;Q48_9;Q48_10;Q48_11;Q48_12;Q49;Q50;Q51;Q52;Q53;Q54_1;Q54_2;Q54_3;Q54_4;Q54_5;Q54_6;Q54_7;Q54_8;Q55;Q56;Q57_1;Q57_2;Q57_3;Q57_4;Q57_5;Q57_6;Q57_7;Q58_1;Q58_2;Q58_3;Q58_4;Q58_5;Q58_6;Q58_7;Q58_8;Q58_9;Q58_10;Q59_1;Q59_2;Q60_1;Q60_2;Q61_1;Q61_2;Q62_1;Q62_2;Q63_1;Q63_2;Q64_1;Q64_2;Q64_3;Q64_4;Q64_5;Q64_6;Q64_7;Q64_8;Q64_9;Q64_10;Q64_11;Q64_12;Q64_13;Q65_1;Q65_2;Q65_3;Q66;Q67;Q68;Q69_1;Q69_2;Q69_3;Q69_4;Q69_5;Q69_6;Q69_7;Q69_8;Q70;Q71_1;Q71_2;Q71_3;Q71_4;Q71_5;Q71_6;Q72_1;Q72_2;Q72_3;Q72_4;Q72_5;Q72_6;Q72_7;Q73_1;Q73_2;Q73_3;Q73_4;Q73_5;Q73_6
21;2002;4;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;18.18;23.53;26.19;18.18;22.22;23.81;DBCACCBABACAECEACCDABCCBCACBCCBAACCACABBABDABAEAEEDCEADDCCAECEE;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;50;62.5;75;75;65;1;A;C;A;A;A;B;A;A;B;B;A;A;B;F;E;E;D;D;B;I;K;D;A;A;A;A;F;A;F;A;F;A;A;A;A;A;B;A;D;A;A;E;C;C;A;B;C;F;A;A;B;B;A;A;A;A;B;A;B;A;A;B;A;B;A;B;A;A;A;D;A;A;B;C;A;A;B;A;B;B;B;B;B;C;C;B;8;5;5;5;3;0;0;5;6;5;0;8;0;8;0;0;A;A;A;B;A;B;A;A;D;A;A;B;A;B;A;B;8;8;9;5;5;8;8;9;9;8;4;6;I;H;A;F;B;B;B;B;A;B;B;A;B;A;A;A;B;B;A;B;B;B;B;B;B;A;C;A;A;B;A;C;C;A;*;D;B;C;B;F;F;B;A;A;B;A;A;A;A;A;B;A;B;B;A;E;D;C;B;A;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
22;2002;4;F;1100130;MACHADINHO D'OESTE;11;RO;;;;;;;;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;12.12;23.53;28.57;18.18;20;20.63;BAAACADEABBADBEAEBDAAABAAAAAAAAADBBEAAAAAAAAAAAEABAABAEABAAAAAA;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;62.5;50;50;50;50;52.5;1;A;B;A;A;A;B;A;A;B;B;B;B;B;B;E;D;G;D;E;F;E;D;B;F;A;F;A;A;F;A;F;A;A;A;A;A;B;B;B;A;B;E;B;B;B;B;B;D;A;B;A;B;A;B;B;.;.;.;.;.;.;.;A;A;A;A;A;A;B;B;A;A;B;B;A;A;B;B;B;B;A;C;B;B;C;B;7;5;0;6;5;0;0;3;5;8;.;6;8;0;5;6;A;A;B;B;A;B;A;A;D;A;B;A;A;B;A;B;7;7;7;8;7;9;8;8;6;9;6;4;H;J;E;F;C;B;B;B;B;B;B;A;B;B;E;B;B;B;B;B;B;B;C;C;C;C;B;A;A;B;B;A;A;B;A;C;B;A;G;B;C;B;A;B;A;A;B;A;A;A;B;A;A;A;B;E;C;G;B;B;A;.;.;.;.;.;.;1;.;B;.;.;.;.;.;.;A;B;B;B;B;B;B;A;A;A;A;A;B
24;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;B;24.24;27.45;23.81;27.27;31.11;25.4;ABABCDCCDEBCECEDECDCDADDDABCCBEADCDCEBCEBECDBDCCBACADEBCEBACDCD;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;50;37.5;50;37.5;50;45;1;A;B;C;A;A;B;A;A;B;B;B;B;B;B;E;B;C;A;H;E;E;C;B;A;B;F;F;A;F;A;A;A;A;A;A;A;A;B;A;A;B;D;A;C;H;.;.;.;.;A;B;B;A;B;A;A;B;A;B;A;A;B;A;A;A;A;A;A;A;C;A;A;B;B;A;A;B;A;B;B;A;C;A;C;C;B;8;9;5;8;5;5;5;5;5;9;7;8;4;5;0;4;A;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;7;7;7;5;6;7;5;6;5;7;7;8;I;I;E;F;B;A;A;B;B;A;A;A;B;C;E;B;B;B;A;B;B;B;C;C;C;C;A;A;A;A;A;A;*;A;*;B;*;*;*;*;A;F;B;B;A;A;B;A;A;A;B;A;A;B;B;E;D;B;B;A;E;1;2;1;1;8;8;8;1;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
25;2002;5;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;27.27;25.49;23.81;33.33;22.22;25.4;DCDBCCEDECDABDECBDBEDEDACAEDECABCDBCCDBCBDCDCCBCBDBCBECAABBDBBC;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;50;50;37.5;25;45;1;B;D;A;A;A;B;B;A;B;B;A;A;B;E;E;I;I;J;K;G;K;C;A;A;A;F;F;A;F;A;F;A;A;A;A;A;B;A;D;A;A;C;D;B;B;B;C;D;B;B;B;A;A;D;B;.;.;.;.;.;.;.;A;B;B;B;A;B;B;B;A;A;B;C;A;A;B;A;B;B;A;A;A;A;B;A;8;6;1;7;5;4;5;4;5;8;0;5;6;3;5;2;A;A;A;B;B;A;A;A;D;A;A;B;A;B;A;B;3;5;7;2;8;8;4;4;*;5;4;5;J;F;B;F;D;A;B;B;B;B;A;A;B;D;E;A;B;B;B;B;B;B;B;B;B;B;A;A;A;B;A;B;C;B;F;A;B;E;B;C;B;C;B;B;A;B;B;A;A;A;B;A;B;A;A;D;B;E;B;E;B;4;8;8;3;8;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
26;2002;9;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;24.24;31.37;28.57;18.18;24.44;25.4;CDDCBEBDBB*BDADEADBDACACCBADCCABEEECDABACBCCDABCEBDBBEDCDDABBDA;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;50;50;50;25;37.5;42.5;1;B;G;A;A;B;.;.;.;.;.;A;.;.;C;A;A;B;A;K;A;K;B;A;F;A;F;F;A;F;A;F;F;B;A;A;*;B;B;C;A;A;A;B;B;B;B;C;J;C;A;.;.;.;*;A;.;A;.;.;.;.;.;.;A;.;.;.;.;.;E;A;B;A;C;A;B;B;.;.;.;.;A;.;.;.;.;.;;.;;.;;.;;.;;.;;.;;.;;A;A;A;B;A;A;A;B;A;A;A;B;A;B;A;B;5;9;*;.;.;.;.;.;.;.;.;.;I;H;A;I;D;A;B;B;B;A;B;A;B;D;E;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;B;C;A;B;F;C;*;*;.;.;F;E;A;B;B;B;A;A;A;A;B;A;B;B;A;B;*;B;B;C;A;.;.;.;.;.;.;.;.;C;.;.;.;.;.;.;B;B;B;B;A;A;.;.;.;.;.;A;.
27;2002;4;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;18.18;17.65;19.05;18.18;15.56;17.46;EEBACACCBBCAADCAECAADADDADCECEEDAEDCDAAAAACAADDCDBCECDAABEDACBB;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;62.5;50;62.5;62.5;50;57.5;1;A;C;B;A;A;B;A;A;B;B;A;B;B;D;E;B;A;C;D;C;D;C;A;F;A;F;A;A;F;A;F;F;A;A;A;A;B;C;D;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;C;A;A;B;A;A;A;B;A;B;B;B;B;C;C;C;B;7;8;7;6;4;4;2;3;5;7;5;2;5;7;8;0;B;A;A;B;B;B;A;B;B;B;A;A;A;B;B;B;9;5;6;*;7;2;*;1;*;*;7;*;I;J;C;A;B;A;B;B;B;B;B;A;A;A;D;B;B;B;A;B;B;B;B;C;B;B;B;C;A;C;A;B;C;A;F;A;B;A;A;H;E;D;B;B;B;A;B;A;A;A;B;A;B;A;A;*;B;C;E;E;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
28;2002;2;F;1100452;BURITIS;11;RO;1100452;BURITIS;11;RO;2;1;1;1;V;27.27;25.49;21.43;21.21;31.11;26.98;BDBEEECCBEEACECCADADAEDBEEBDCDEABEEAEBCBAEEDDEBACCDAECDAACAACED;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;62.5;50;62.5;62.5;62.5;60;1;A;A;B;A;A;B;A;A;B;B;B;B;B;B;E;E;A;D;E;G;K;E;A;F;A;F;A;A;F;A;F;A;A;B;A;A;B;A;C;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;B;A;A;B;A;B;B;A;B;B;B;C;B;7;7;6;5;6;4;5;2;5;6;5;7;6;6;8;6;A;A;A;B;A;B;A;A;E;A;B;B;A;B;A;B;8;7;8;8;8;9;7;7;7;8;8;7;H;G;A;F;B;A;B;B;B;B;B;A;B;D;E;B;B;B;A;B;B;B;B;C;B;B;A;B;B;B;B;B;A;D;F;E;B;C;B;F;F;E;B;B;B;B;A;A;A;A;B;A;B;B;A;E;D;B;B;A;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
29;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;0;0;0;0;0;0;;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;B;0;0;0;0;0;0;1;A;B;B;A;B;B;A;A;B;B;A;B;B;D;E;B;B;F;G;C;H;C;B;A;B;F;F;A;F;B;F;A;A;B;A;A;B;B;D;A;C;E;B;B;B;B;C;D;B;A;A;B;A;C;B;.;.;.;.;A;.;.;A;B;A;A;A;A;A;B;A;A;C;C;A;A;B;B;B;A;A;B;B;B;B;B;0;8;0;9;0;3;0;5;0;8;0;1;0;0;0;4;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;A;B;A;A;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;B;*;B;A;B;B;A;A;B;A;A;D;*;B;B;B;A;B;B;A;B;B;B;A;A;*;*;*;*;B;C;*;*;*;*;*;*;*;*;C;B;B;A;A;B;A;A;A;B;A;B;A;B;*;*;*;B;*;*
30;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;63.64;60.78;47.62;63.64;60;58.73;ECEEEBCDBBBADCAEBBDBDCCDECCACAEBBEBEEBAACEBAEDDCACABBBDBABDECBE;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;75;50;75;62.5;75;67.5;1;A;A;A;A;A;B;A;A;B;B;A;B;B;F;E;E;F;F;H;E;E;C;A;A;A;F;A;B;F;A;F;A;A;B;A;A;B;B;A;A;B;B;A;B;H;.;.;.;.;B;B;A;A;D;B;*;*;.;.;.;.;.;A;A;A;A;A;A;A;B;A;A;B;B;A;A;B;A;B;A;A;B;B;B;B;A;9;0;3;9;6;3;3;9;8;8;1;9;9;9;9;0;A;A;A;B;B;B;B;A;.;A;B;B;A;B;A;B;*;*;9;9;9;9;9;7;6;3;7;6;H;G;F;J;E;A;B;B;B;A;B;A;A;D;B;B;B;B;A;B;A;B;A;A;A;A;B;A;A;A;A;B;C;E;F;E;B;C;F;A;A;F;B;B;B;B;B;A;A;A;B;A;B;B;A;E;D;B;B;A;E;3;4;6;2;8;7;5;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
31;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;24.24;21.57;16.67;24.24;24.44;22.22;DBDEDACCEACEEDEBAEEEDCEEBDEEBDDDCDEBCEBCBAACCBDDBACAC*BCEBDDEDE;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;75;50;62.5;75;62.5;65;1;A;A;D;A;A;B;B;A;B;B;A;A;B;C;E;H;E;C;D;E;E;E;B;A;B;A;A;B;F;A;A;A;A;A;A;A;A;A;B;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;B;A;B;A;B;A;A;A;B;B;A;A;B;B;B;B;7;4;0;5;0;2;7;9;5;7;8;8;8;8;8;7;A;B;B;B;A;A;B;A;A;A;B;B;A;B;A;B;5;8;7;7;8;8;7;7;8;2;6;3;G;H;C;F;B;A;B;B;B;A;B;A;A;C;B;B;B;B;A;B;B;B;B;C;B;A;B;A;A;C;C;A;E;C;F;E;B;C;C;B;F;E;B;B;B;A;B;A;A;A;B;A;B;B;B;E;B;D;H;F;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
32;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;39.39;33.33;35.71;42.42;35.56;38.1;ABDAABCBEADABDDDBBAADCEBCBECCCDAABEABDBCCAAABCBCEEABCADADBEACBB;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;75;50;62.5;62.5;62.5;62.5;1;A;A;A;A;A;B;A;A;B;B;A;B;B;C;E;C;E;F;A;E;E;E;B;F;A;F;A;A;F;A;F;A;B;A;A;A;B;B;B;A;C;E;B;B;B;B;C;D;A;B;B;B;A;C;B;.;.;.;.;.;.;.;B;A;A;A;A;A;B;B;B;A;B;B;A;A;B;A;B;B;B;A;B;C;C;B;7;7;4;3;3;2;5;6;6;8;1;8;7;4;7;2;A;B;B;B;A;B;.;A;D;A;B;B;B;B;A;B;6;6;6;4;7;7;4;2;5;3;3;5;H;F;B;F;B;A;B;B;A;B;B;A;B;B;E;B;B;B;A;B;B;B;B;B;A;A;C;B;A;A;A;C;A;B;B;A;G;C;F;B;F;E;B;B;A;A;B;A;A;A;B;A;B;B;A;E;B;D;D;A;C;7;6;5;8;7;6;5;1;.;B;B;B;B;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.
33;2002;1;F;1100023;ARIQUEMES;11;RO;;;;;;;;1;R;42.42;49.02;38.1;39.39;40;44.44;CCCEBABDBBCADDDAEAEBBABCEACACEEBBEBBEBEAAEBAECAEDCDDABAAADAACDD;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;75;50;62.5;75;62.5;65;1;A;A;A;A;A;B;A;A;B;B;A;B;B;C;E;D;D;D;B;E;B;H;D;D;C;B;A;F;D;C;E;C;B;B;A;B;B;D;A;B;A;B;A;C;A;B;B;B;D;B;A;.;.;C;A;B;A;B;A;A;B;A;B;A;B;A;A;B;A;C;C;B;B;C;A;B;A;A;B;B;A;A;B;B;C;C;6;4;5;5;5;6;7;7;6;5;2;2;3;7;7;6;B;A;A;A;B;A;B;B;C;B;A;B;B;A;B;A;4;3;2;*;*;1;2;3;5;7;5;4;D;C;B;C;D;A;B;A;A;B;A;A;B;E;F;B;B;A;A;A;B;A;C;C;A;A;C;B;A;C;C;B;B;C;B;C;C;A;D;A;F;C;B;B;B;A;A;A;B;B;B;A;A;A;A;D;B;D;C;C;D;3;2;3;4;3;2;3;4;C;A;A;A;A;B;B;.;A;A;A;B;B;B;A;B;A;B;B;B
34;2002;3;M;1100049;CACOAL;11;RO;1100049;CACOAL;11;RO;2;1;1;1;V;45.45;50.98;40.48;39.39;44.44;46.03;BDACEADDEBDECCEECECBBAAAABBCBCEAEEAABCABCCDBCBCCABDDCADDACEECEE;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;50;50;50;37.5;62.5;50;1;B;B;B;A;A;B;A;A;B;B;A;B;B;D;E;B;D;C;H;G;H;C;A;F;F;F;A;A;F;A;F;F;A;A;A;A;B;A;C;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;C;A;C;B;A;B;B;A;B;B;C;C;C;6;7;2;4;5;0;0;5;8;7;5;8;7;6;0;9;A;A;B;B;B;B;A;A;A;A;A;A;A;B;A;B;7;8;8;7;9;9;6;8;*;4;7;8;I;L;D;F;B;B;B;B;B;B;B;B;B;D;A;B;B;B;B;B;B;B;B;B;B;B;A;B;B;C;A;B;A;E;F;C;B;C;F;B;E;B;B;A;A;B;A;A;A;B;B;A;B;B;A;D;*;B;B;B;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
35;2002;4;M;1100049;CACOAL;11;RO;1100049;CACOAL;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;2002;3;M;1100189;PIMENTA BUENO;11;RO;1100189;PIMENTA BUENO;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;2002;2;M;1100098;ESPIGAO D'OESTE;11;RO;1100189;PIMENTA BUENO;11;RO;4;1;1;1;A;45.45;47.06;40.48;42.42;42.22;44.44;DBCBECCCBACACAADCBAEBCCCBACEDBEAEACCEBBBACADDDECEACACDDACDDBEBB;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;50;62.5;62.5;62.5;60;1;B;A;B;A;A;B;A;A;B;B;A;B;B;C;E;G;G;C;A;E;E;E;C;A;B;A;B;A;F;A;A;A;A;A;A;A;A;B;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;B;A;B;A;C;A;A;A;B;B;A;B;B;B;B;C;7;5;7;4;9;1;0;2;5;6;6;7;5;7;9;9;B;A;B;B;B;A;A;A;A;A;B;B;A;B;A;B;3;6;8;5;8;9;5;5;7;1;7;7;I;H;A;F;C;A;B;B;B;B;B;A;B;C;E;B;B;B;B;B;B;A;B;C;B;B;A;B;B;B;A;B;A;B;E;C;B;D;F;B;E;D;A;B;B;A;A;A;A;A;B;A;B;A;A;E;D;G;B;E;B;8;8;7;2;4;4;4;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
38;2002;3;M;1100049;CACOAL;11;RO;1100049;CACOAL;11;RO;2;1;1;1;V;45.45;41.18;38.1;48.48;37.78;41.27;CABABACCEDEBCEECCAABDADCDBCDEAECBAEEAABEBDCECBDEEDEBCEAEABCEECB;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;50;50;50;37.5;62.5;50;1;B;A;A;A;E;A;B;B;B;A;B;A;B;F;E;C;C;C;H;G;G;C;B;A;B;A;A;A;F;B;B;A;A;A;A;A;A;A;B;A;A;D;B;A;A;B;C;H;A;B;B;B;A;C;A;A;B;B;B;B;A;B;A;A;A;B;B;A;A;C;A;A;A;C;A;A;B;A;B;B;A;B;B;C;C;C;8;7;1;5;5;0;0;1;3;7;0;7;7;5;4;3;A;B;A;A;A;B;A;A;D;A;A;B;A;B;A;B;4;5;6;4;8;7;6;5;8;*;4;6;H;F;D;F;D;B;B;B;A;B;B;A;B;D;F;B;B;B;B;B;B;A;B;C;B;B;A;B;B;C;B;B;A;A;*;.;*;*;*;H;*;.;A;B;A;A;A;A;A;A;B;A;A;A;A;*;*;*;B;B;G;2;7;4;3;1;1;3;5;A;B;B;B;B;B;B;B;B;B;A;B;A;B;A;A;A;A;A;B
39;2002;4;M;1100049;CACOAL;11;RO;1100049;CACOAL;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;2002;2;M;1100049;CACOAL;11;RO;1100049;CACOAL;11;RO;4;1;1;1;B;45.45;35.29;38.1;45.45;40;41.27;EEAEACCCAAACEDEBDDBCAEBBDECCEDBBACDBDEBAECDBECBABADDCBCEDEBABAC;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;62.5;62.5;62.5;50;75;62.5;1;B;A;A;A;A;B;B;A;B;B;A;B;B;B;E;B;H;I;I;E;B;C;A;F;A;F;F;A;F;A;F;A;A;A;A;A;B;A;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;B;A;B;A;C;A;B;A;B;B;B;B;A;C;C;B;7;5;4;8;9;5;4;6;5;6;6;6;8;8;9;8;B;A;A;A;B;B;A;B;A;A;A;B;A;B;A;B;7;7;7;6;8;8;8;8;8;5;6;6;H;F;A;F;B;A;B;B;B;B;B;A;B;D;A;B;B;B;A;B;B;B;B;C;B;B;A;B;B;C;B;B;D;A;F;C;B;C;B;F;D;E;B;B;B;A;B;A;A;A;B;A;B;B;B;G;E;D;B;A;B;6;7;8;4;8;6;6;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
41;2002;11;M;1100320;SAO MIGUEL DO GUAPORE;11;RO;1100320;SAO MIGUEL DO GUAPORE;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
