NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075
300000862254;2011;3;F;1;3;2;2;1;1;3303500;NOVA IGUACU;33;RJ;2;1;1;0;;;;3303203;NILOPOLIS;33;RJ;1;1;1;1;121;117;126;130;588.2;569.3;634.6;658.1;ECEABDBEDBEACCACCCAEEBDEAACDCAECABDBDEDBCADCB;EDEEAACEDBBAACACDCDBBCAECACDDBAEAABABBDCECABA;EDEDADEDCEDDAAACBEBCCEEBCCECBAEDABACEACBACEAD;ABEEEBCAABAEBDDBECEBBBDDCBBDDCBDCDEECACDCCBAC;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EDEDBDDBACDEDCEDDAAACBEBBADDACCECBAEDCBADEACBBCEAE;ABEEEBCEEBCECBADECEDBBCDACBEDBADCCDCDDCCECACC;P;120;120;120;120;100;580;3;H;F;F;A;B;B;B;;;;;;;;;;;;;;;;4;5;3;5;B;A;C;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;C;B;A;C;A;A;A;D;A;C;C;A;D;D;A
300000866937;2011;5;M;1;3;1;1;1;1;;;;;;;;0;;;;1100205;PORTO VELHO;11;RO;1;1;1;1;121;117;126;130;374.7;495.9;494.8;655.5;CEBBBBDBABADCACACEBCAADAAABDCAEAACCEAEBDBAACA;EDBCAAABEDBAAAECECDBCCBCADADDCDCAABDBBBDBAABB;CECAAAEBDBCDADACAABBBDCBCBEAAAECDBBDEAADCDDAD;ABDEEBCCACDDCAAAECDCEBBDBABDDAADABAACDAAECDCC;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EDEDBDDBACDEDCEDDAAACBEBBADDACCECBAEDCBADEACBBCEAE;ABEEEBCEEBCECBADECEDBBCDACBEDBADCCDCDDCCECACC;P;160;160;120;120;80;640;2;E;F;D;C;C;B;B;;;;;;;;;;;;;;;;3;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;A;A;D;A;D;A;A;D;A;A;A;D;D;D;A
300000862969;2011;2;F;1;3;2;3;1;1;3538709;PIRACICABA;35;SP;2;1;1;0;;;;3538709;PIRACICABA;35;SP;1;1;1;1;121;117;125;129;346.1;367.1;345.8;336.1;ABADDABBCBAAAABADAAAEBABAAAEADAAAACBAEBEEEAAA;BEBDAAAEBBDCABBEABBBCBACAABBADCBAAAABABDCDDBA;AABAAAAAACDEEAAAADBBACAEEAADAAAAAADBAABAACAAA;EBACAACCACCBCABDEDDABDBDCAEEECECDBBCACDEEBCDE;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;80;120;120;80;40;440;6;I;B;B;A;A;B;B;;;;;;;;;;;;;;;;5;5;5;5;B;A;A;F;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;D;A;A;D;A;C;D;D;D;D;A
300000863485;2011;8;F;1;3;1;0;3;1;;;;;;;;0;;;;1100122;JI-PARANA;11;RO;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;E;E;D;A;A;B;A;3;0;5;5;5;B;B;B;A;B;A;B;B;A;16;4;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;B;A;B;B;A;D;A;A;A;A;A;A;A;A;A;D;D;B
300000865914;2011;12;F;1;1;1;2;1;1;;;;;;;;0;;;;1505064;NOVO REPARTIMENTO;15;PA;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;A;B;B;A;D;A;B;;;;;;;;;;;;;;;;5;5;4;5;B;B;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;D;D;D;D;D;D;D;A;D;D;D;D;D;A
300000863493;2011;6;M;1;1;1;0;2;1;;;;;;;;0;;;;2504009;CAMPINA GRANDE;25;PB;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;F;E;E;C;C;B;B;;;;;;;;;;;;;;;;4;3;0;0;D;A;B;B;A;C;;;;;;;;;;;;;;;;;;;;;;;;B;B;A;B;A;D;D;C;D;D;A;D;A;C;A;D;D;D;B
300000861757;2011;16;F;1;2;1;1;1;1;;;;;;;;0;;;;2927408;SALVADOR;29;BA;1;1;1;1;121;117;125;129;496.3;437.1;509.6;425.4;CBAADDABCDAAEEBCCCAEDDCECACCEDEBAECBADCBDEDCA;EDEECEEEDBBADDBCCABBCBBAABAABAAAAEABCBDDACAEE;ECEACBABDABBEBAEEAABEACEDAAECEEECEDBECECCCAEA;BECBDDACBCBCCEBABCCCABBBCBECBCBCBDBACDDBBDBDD;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;120;120;60;120;80;500;2;E;B;C;B;A;B;A;5;5;5;5;5;B;B;A;B;A;B;B;A;B;23;5;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;A;A;A;D;D;A;D;A;A;A;D;D;D;A
300000866985;2011;6;M;1;2;3;0;1;;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;15;PA;2927408;SALVADOR;29;BA;0;0;1;1;121;117;128;132;;;482.9;352.4;;;CBEDEDACDADEADEEABBCEDACADCDAEADBCEEBAEDBBEEB;CEBDECABACEBAAAECDBB*CE*BDEECCAABBDCBACBABCDE;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;DEEDBDBDACDEADDDECBECAABCDADABCCEBEACBDEDACBACBEEA;EEABBCECEBCEEEECDABDACBEDDBBCCCADDCBCCDDCCECA;P;80;40;40;40;40;240;4;C;D;B;A;A;B;B;;;;;;;;;;;;;;;;5;5;4;5;A;A;A;F;A;A;B;;;;;;;;;A;0;0;0;0;0;0;0;0;G;0;5;0;5;A;A;A;B;A;A;A;D;D;D;A;D;A;A;D;D;D;D;A
300000871763;2011;11;F;1;1;1;8;1;1;;;;;;;;0;;;;5214606;NIQUELANDIA;52;GO;1;1;1;1;121;117;125;129;323.1;491.3;524.2;405.4;AEEEBDEBCAAEEBDABBDBDCBDEACDEABCCABEADEABCBAE;EBEEACEEDBCAACCDDCABDCCECCADCEBEAAADCABABBAAA;BDACAEBDAAACDEEECAABEDEBDAABCECDCDBEECDACCDED;BBEBCEEBEEDDCBDECBDBAAE.BCAACCDEBBACEBDAADCAE;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;120;120;100;100;80;520;3;B;B;E;C;A;B;A;4;0;5;4;1;B;B;B;B;B;A;B;B;D;20;5;5;1;5;C;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;B;A;B;A;A;A;A;A;D;A;D;D;A;A;D;D;D;A
300000867001;2011;1;F;1;3;3;5;1;;;;;;;;;0;;;;2105302;IMPERATRIZ;21;MA;1;1;1;1;121;117;128;132;309.7;540.1;521.2;466.8;CBEACDBDACABCAAEDCCCDCCDABAAEDAEDDADBDBCCACBA;EDABECBEDBDDACACECDBBCCECECDCCACCCDDAD.DBAABB;DCDDEDECDBDECBBCAACCDBCCABCCEDCABEEAACAEEAECA;EEBBCDECCEAADCDBAEADDAABBEED.ADEBBAACBDDBDCCC;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;DEEDBDBDACDEADDDECBECAABCDADABCCEBEACBDEDACBACBEEA;EEABBCECEBCEEEECDABDACBEDDBBCCCADDCBCCDDCCECA;P;200;160;140;120;80;700;5;C;H;E;A;B;B;B;;;;;;;;;;;;;;;;5;5;0;5;B;A;C;F;A;C;;;;;;;;;;;;;;;;;;;;;;;;A;A;B;B;A;A;A;A;A;D;A;D;A;B;A;D;D;D;A
300000861765;2011;5;F;1;3;1;8;1;1;;;;;;;;0;;;;2304400;FORTALEZA;23;CE;0;0;0;0;121;117;125;129;;;;;;;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;4;E;G;I;A;A;B;B;;;;;;;;;;;;;;;;4;5;5;0;B;A;C;B;A;C;;;;;;;;;;;;;;;;;;;;;;;;B;B;B;B;C;C;B;B;C;A;A;B;B;C;A;D;A;D;B
300000867017;2011;2;F;1;1;2;1;1;1;;;;;;;;0;;;;3516309;FRANCISCO MORATO;35;SP;1;1;1;1;121;117;128;132;437;482.4;502.8;416.7;DDCBCDEDAEADCBAABBCAAEADAADAEABAABAEDAAACBACE;EBBDCECEDBDBAACCECDABADACACDCECCBABDBEDAAAAEE;DBCBCDEADBBACDECAABCABCBBABEABEBDDDEEBEAAADEB;AEDBDCDBADEACBAECBABDCAAAAAAAAAADCAEACAEACABA;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;DEEDBDBDACDEADDDECBECAABCDADABCCEBEACBDEDACBACBEEA;EEABBCECEBCEEEECDABDACBEDDBBCCCADDCBCCDDCCECA;P;120;140;120;100;120;600;4;B;E;C;A;A;B;B;;;;;;;;;;;;;;;;5;5;5;5;A;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;A;A;A;A;D;A;A;D;A;B;A;A;A;D;A
300000869390;2011;14;F;1;1;1;0;1;1;;;;;;;;0;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;31;MG;2606002;GARANHUNS;26;PE;1;1;1;1;121;117;126;130;451.8;456.7;470.1;442.3;AABADCABCCEACABEDDCAADCEDDBCACADABCBDDDBEEECD;EEEDABEEDEDDAECCCCEEBAAEDEADAECDADABBEDEEAAAB;BCDACBABBEDEADECDEB*BDADAEEABACEBADCEACDCACEA;AECACABBEAAEABBAEB*ACAABBADEEBBCB*BCCCBDABBDC;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EDEDBDDBACDEDCEDDAAACBEBBADDACCECBAEDCBADEACBBCEAE;ABEEEBCEEBCECBADECEDBBCDACBEDBADCCDCDDCCECACC;P;60;60;80;80;40;320;3;B;A;A;A;C;B;A;0;5;4;3;1;B;B;B;B;B;B;B;B;E;17;3;5;5;4;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;D;A;D;D;D;D;D;D;A;A;D;D;D;A
300000861771;2011;1;F;1;1;3;1;1;;;;;;;;;0;;;;3303302;NITEROI;33;RJ;1;1;1;1;121;117;127;131;561.8;495.1;602.4;599.2;ABBADDDBECCAECDAEBAECEAEAACBAEEEABDBECBBCBDCA;EDEEAECBEBCB*CADDCDBBCCCEACDADDEADEACBBDACDAA;EEDBDEDECAADDEEACDEEBCBADDCBEAEEACBCDBCABCEAE;EDBACBDDABCEACABEEAEBBCABAEDBDADCBBACCCCCEDDD;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;P;160;140;120;120;100;640;4;E;E;G;A;A;B;B;;;;;;;;;;;;;;;;5;5;4;0;A;A;C;F;A;C;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;B;A;A;A;A;A;A;A;A;C;A;A;A;D;A
300000862943;2011;5;M;1;1;1;0;2;1;;;;;;;;0;;;;2912103;IBICARAI;29;BA;1;1;1;1;121;117;125;129;533.4;557.4;629.8;794.2;ABDECDACBDCAABCCCEACCBDEDCCCBECBABBBDEEBCADCB;EDBECCEEDBDAACACECDBCCECCBCDACAEAAADBBCEACAEA;EEDBDEDDDACDEBDECAACEAEAEBCBCCEACDAEBCBAEBEEE;BAEDEACEAEBCDECEDBDCBDBEADCDBDCEDBADCACCCCCDD;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;100;120;100;60;60;440;4;E;E;D;A;A;B;B;;;;;;;;;;;;;;;;3;5;0;5;B;A;C;B;A;C;;;;;;;;;;;;;;;;;;;;;;;;A;A;B;B;A;A;D;A;A;A;A;A;A;A;A;A;D;D;A
300000867049;2011;4;F;1;5;1;1;1;1;;;;;;;;0;;;;2304400;FORTALEZA;23;CE;1;1;1;1;121;117;128;132;416.8;445.7;495.9;633.2;DADABAABCCABECACDBACDEBBADEDAADDDBCADEDEBEECA;EDDCACDEDBEBABADECDDCACAEECAAEDDBBABBBAECDBBA;DBDAB*DADBDEADECDDCBDEEAAADCADDBCDEDDBAACDCDE;AEABEBECDCEDCEEDDADDEBDDDBABCDCDADCBCBDBCCDCC;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;DEEDBDBDACDEADDDECBECAABCDADABCCEBEACBDEDACBACBEEA;EEABBCECEBCEEEECDABDACBEDDBBCCCADDCBCCDDCCECA;P;160;140;140;120;80;640;5;E;A;B;B;A;B;B;;;;;;;;;;;;;;;;4;5;3;5;B;A;C;B;A;C;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;A;D;A;A;D;A;A;A;D;D;D;A
300000873168;2011;3;F;1;3;2;8;1;1;3131307;IPATINGA;31;MG;2;1;1;0;;;;3131307;IPATINGA;31;MG;1;1;1;1;121;117;125;129;469.2;529.8;542.7;485.3;ECDEDDAECEACEBDEEEBCDABEAAABECCDEDABBEEBAEDCC;BBEECACEDBDAACAEDCEBDCAEEEBDCECEAEBDBBACEABBA;BDDCDEDDDADCCCAEEAECDACEDAABEEDDEDBAECBACCEEE;BEEBEADCCDADBCDDABEECBCDEDACBDADDABEECACCBADB;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;120;160;140;140;140;700;6;A;B;D;A;D;B;B;;;;;;;;;;;;;;;;3;5;0;5;D;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;B;A;A;A;A;A;A;D;A;C;A;D;D;D;A
300000863541;2011;10;M;1;1;1;4;1;1;;;;;;;;0;;;;2608909;LIMOEIRO;26;PE;0;0;0;0;121;117;125;129;;;;;;;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;6;B;A;C;A;A;B;B;;;;;;;;;;;;;;;;0;0;0;5;C;B;A;C;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;B;B;A;A;D;D;D;D;A;D;D;A;D;D;D;D;A
300000862862;2011;11;F;1;1;1;0;1;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;1;1;1;1;121;117;128;132;490.8;500.6;529.5;367;DCBBDAAECCBAEEBCB*ADBCAEACEBCADCECDADEDBCDECD;EDEDAAACDBDBADABECEECCCEEACDDADEABAEBBCCDABCE;DCDCBAEADDBEABECDABCDEDABCCEDBA.BDCDBDEBACDBE;AABDCEEDCBABECBDCCEABDBECDADCBDEBDBAECCCEBADE;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;DEEDBDBDACDEADDDECBECAABCDADABCCEBEACBDEDACBACBEEA;EEABBCECEBCEEEECDABDACBEDDBBCCCADDCBCCDDCCECA;P;120;120;80;120;80;520;4;E;E;F;A;B;B;A;5;5;5;5;5;B;B;B;A;B;A;B;B;A;18;4;5;5;5;A;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;A;A;A;A;A;A;A;A;A;A;A;D;A;D;A
300000863549;2011;2;F;1;1;2;0;2;1;;;;;;;;0;SECRETARIA DE ESTADO DE EDUCAÇÃO DO RIO GRANDE DO SUL;43;RS;1501402;BELEM;15;PA;1;1;1;1;121;117;127;131;547.7;556.1;512.8;679.9;BCDABBBBDACAEAAEDDABEABECEADDCBCADBEDAABCBECA;EBABACAEDBDBACAAECDBCCCECECDCCAEACBDBDBCEAABB;ABECBEDABB*DBEDADAEEABCCDEBCBCBAAEECDBCABCEAE;ECADBBBBAEAEDCDAEECDDBBACBDDCADCAECACCECAACDD;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;P;140;140;120;120;100;620;5;E;E;E;A;A;B;B;;;;;;;;;;;;;;;;3;5;5;4;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;C;D;A;D;A;A;A;D;A;C;A;A;D;D;C
300000868934;2011;3;F;1;1;1;0;2;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;6;C;C;D;A;A;B;A;5;0;5;5;5;A;A;B;B;B;A;B;B;A;15;4;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;B;A;A;A;D;A;A;D;A;C;A;D;A;D;A
300000867097;2011;11;F;1;1;2;2;1;3;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;1;1;1;1;121;117;127;131;444.4;536.5;509.3;425.2;DBCEDBACEBCACECBDABBCBAEBABECDEBBDAEDBABEABAE;EDAEAAEDDADEACACEBDBDCACBCBDCABDADADBBDEBAABA;DEBDAEDBDBADDACBBEEBADBBDCADAEABAEBEDCAACAEAB;EDBDCCEBACBABBABDACDABDBDBADCABCDBEBCECBCAEBC;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;B;0;0;0;0;0;0;4;I;C;C;A;D;B;A;5;5;5;5;5;B;A;B;B;B;B;B;B;A;18;4;5;3;5;C;B;A;E;E;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;A;D;D;D;D;D;A;D;D;D;D;D;D;D;A
300000861789;2011;3;F;1;1;2;0;1;1;2504009;CAMPINA GRANDE;25;PB;2;1;1;0;;;;2504009;CAMPINA GRANDE;25;PB;1;1;1;1;121;117;125;129;550;536.7;602.5;430.9;ACDADDBBABDCCAADBBBAACDECAAEAACBBCDADCABCBDCA;EDAAAACBDBDEABAAECBBCCADABADEDAEACBDCAEDEAABA;BDDCAECDDACAEBEEBCACCABBDEAECBEABDCEBCBABCAEE;BBBBBAAAAACCCCCDDDDDEEEEEDDDDDDDDDDDDDDDDDDDD;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;160;160;160;160;160;800;4;C;D;C;B;A;B;A;5;0;0;5;0;A;A;B;B;B;A;B;B;D;17;0;5;0;5;A;A;A;F;B;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;B;B;A;A;D;A;D;A;A;D;D;A;A;D;D;D;A
300000861791;2011;15;M;1;1;1;4;1;1;;;;;;;;0;;;;2918001;JEQUIE;29;BA;1;1;1;1;121;117;125;129;332.1;479.8;350.9;430.4;CABDDBCBDBCDBBCDBBCBDDBACBCBBCCBCDCBCDBCDD*CD;EB*BADBEDBAAADADECBBCBADBECDDDABABDCECCEC.CDC;BBDDCBACDBDDCCBDCBCDCBDBCDBCBCCBDBCDBCDCBCDBC;DBEBDBECCBBDBCCBDCBCCBDBCBCBCDCBCCCBCBCCBCBCC;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;60;100;60;60;80;360;3;C;C;A;A;A;B;B;;;;;;;;;;;;;;;;5;5;0;5;C;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;D;D;D;A;D;D;A;D;D;D;D;A
300000862618;2011;12;F;2;1;1;0;2;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;0;0;0;0;121;117;125;129;;;;;;;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;B;B;C;A;B;B;A;2;5;3;5;5;A;A;B;B;B;B;B;A;A;18;3;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;B;A;A;D;D;A;A;D;A;A;A;D;D;D;A
300000867129;2011;3;M;1;3;1;0;1;1;;;;;;;;0;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;31;MG;2307700;MARANGUAPE;23;CE;1;1;1;1;121;117;125;129;562.7;612.8;617.3;596.3;DCEDDCBBCBAACCCDCECCABDECAACCEEDABBCDEEBCDDCA;EBEBACEEDBCAACACECDBCCAECDCDDBAEABADEBDDEABEA;CDDCACCDDACAEBBECEDCDABCDBAECEEAADCEBCBACCADE;BAEDEDEAADBCEEBECBABCBACBDDEBEBCDCAECDCCCBACC;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;N;0;0;0;0;0;0;4;E;E;D;A;A;B;B;;;;;;;;;;;;;;;;5;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;B;B;A;A;D;A;A;A;A;A;A;D;D;A
